Strain,Type,Rating,Effects,Flavor,Description,labels
BlueberryTripleOg,indica,4,,,Blueberry Triple OG also known as Triple Blue is an indicadominant cross of the everpopular Blueberry and the mysterious Triple OG This strains terpene profile speaks to its lineage with sweet berry pungent fuel and floral notes Blueberry Triple OG sits in the body leaving the consumer laidback and worryfree The slight euphoria also offers a touch of creativity making this indica fun and functional at the proper dose,1
BlueberryWaltz,indica,4,TalkativeUpliftedEuphoricHappyGiggly,SweetBlueberryTropical,Blueberry Waltz is an indicadominant strain that took first place in the 2014 Denver Cannabis Cups solventless hash category,1
BobSaget,sativa,4,UpliftedHappyRelaxedCreativeTalkative,SageChemicalDiesel,Bob Saget is a stimulating sativa that won 2nd place at the 2016 Colorado Cannabis Cup This addled comedian gets the heart pumping stimulating the consumer to the point of agitation But fear not the energy subsides and settles into an uplifted cerebral haze that is lucid yet spacey As this strong sativa fades expect a stoney crash that represents Sagets latent Pre98 Bubba Kush and Afghani genetics,0
BrainsDamage,indica,4,EuphoricFocusedRelaxedSleepyHungry,EarthyWoodySweet,Bred by KC Brains in Holland Brains Damage is a hybrid cross between Acapulco Mexican Mango Hawaiian and KC 636 A fusion of sweet fruit and earthy hash radiate from the buds with cerebrallyfocused effects best described as mellow and relaxed A subtle energizing kick hints at this strains genetics which lean toward the sativa side of the spectrum Though originally intended for an endofSeptember harvest in outdoor gardens Brains Damage also does fairly well indoors with an 8 to 10week flowering period,1
BrainstormHaze,sativa,3,TalkativeHappyUpliftedFocusedEnergetic,SweetMintyEarthy,Brainstorm Haze was first bred by Delta 9 Labs after an extensive search through Thailand for just the right strains A cross between a Thai landraceand Stargazer Sensi Star x Warlock x AK47 this strain takes a little effort to grow and has a long flowering time of 1012 weeks but it typically returns large buds and high yields These plants can be grown indoors or outdoors in warm climates The flowers have the fruity and floral characteristics Haze strains are known for and the buds tend to be denser than average when it comes to sativas Brainstorm Haze produces a clear upbeat high that takes a little bit to kick in but pays off well for Haze lovers,0
BrandX,indica,5,SleepyRelaxedHungryHappyEuphoric,EarthyPineTar,Brand X also known as The Ostipow Indica is a decadesold heirloom strainthat hails fromMichigan Earthy pine aromas mingle with notes of hashy mint in a flavorful introduction to this indicas heavy fullbody relaxation Thesedating effects come coupled with a hazy euphoric head buzz that leaves you floating in a blissful headspace for hours Its buds grow into tightly compacted cones that exude thick layers of frosty resin in a show of Brand Xs high THC content,1
Brandywine,indica,4,RelaxedHappyUpliftedTinglyEuphoric,GrapeRoseHoney,Brandywine by Dungeons Vault Genetics is a pleasant indica strain with a calming buzz Created by crossing Pink Champagne and Grandpas Breath Brandywine emits a delicate tea aroma with notes of hops and Chardonnay grapes The effects are reminiscent of Granddaddy Purple with relaxing physical attributes that dismiss stress without being overly sedative Anticipate squinted eyes and a touch of appetite stimulation as well Enjoy this strain in smaller controlled doses to maximize its medical benefits Brandywine won 1st Place Indica at the 2017 Dope Awards in Seattle WA,1
BrazilAmazonia,sativa,4,UpliftedEuphoricFocusedHappyRelaxed,SpicyHerbalBerryEarthy,Brazil Amazonia is a potent Brazilian landrace collected by World of Seeds They chose a unique phenotype that flowers early and remains squat making it a desirable cut for incognito outdoor growers This 90 sativadominant strain has stimulating effects that burst forth exhausting the limbs and mind to a point of relaxation and appetite stimulation Brazil Amazonia emits a musky woody aroma that has hints of bittersweet fruit,0
BrightFire,indica,5,HungryRelaxedUpliftedCreativeEuphoric,PungentEarthyCitrus,Bright Fire by Palomar Craft Cannabis is a rewarding yet difficult plant to grow This strain is a cross between Fire OG and Tangie Sunrise It has a stunning bud structure that looks like theyre ready to ignite as described by the grower and a terpene profile rich with pine and citrus Bright Fire offers consumers physical relaxation while stimulating the appetite Enjoy this strain later in the day to harness its gorgeous semisedative effects,1
BronzeWhaler,indica,0,HungryRelaxed,,An 8020 indicadominant strain bred in Australia Bronze Whaler gives off the sweet smell of fruit with distinct tropical overtones Awarded 2nd place at the Sydney Cannabis Cup in 2002 this dense compact bud produces an abundance of fine white pistils that turn to a bronze hue on upon maturing For patients seeking longlasting relief from pain and stress this nighttime strain is ideal,1
BubbaBerry,indica,5,SleepyHappyRelaxed,,Bubba Berry is a sedating cross of Pre98 Bubba Kush and DJ Shorts Blueberry This strain lays into the body weighing on the limbs and mind with a deep stoney buzz The relaxing and calming qualities of this strain lend to meditation and recuperation Bubba Berrys aroma is sweet and berryforward Its flavor is also fruity and musky with a hint of spice on the finish Reserve this strain for the end of the day as its heavy physical effects saddle the consumer with nearly insurmountable couchlock and a state of contentment,1
BubbaDoja,indica,4,,,Bubba Doja by Quest Genetics is a heavy indicadominant strain that combines the legendary Pre98 Bubba Kush and the deep purple yield machine Double Purple Doja With rich flavors of grape and coffee Bubba Doja offers weighted effects that lock your to the couch and ignite the appetite making this colorful cut ideal for consumers suffering from insomnia eating disorders and anxiety   ,1
BubbaHash,indica,0,,,Bubba Hash by Ace Seeds is a stout indicadominant cross of famous and familiar genetics This strains spearlike colas and dense morphology make it ideal for indoor growers with limited space A cross between Katsu Bubba and Hash Plant this pungent strain offers consumers a unique bouquet of hash coffee and petrichor alongside notes of skunk and fuel Bubba Hash has surprisingly clear mental effects while smoothing out anxiety pain and restlessness,1
BubbaKush,indica,4,RelaxedHappySleepyEuphoricHungry,EarthySweetWoody,Bubba Kush is an indica strain that has gained notoriety in the US and beyond for its heavy tranquilizing effects Sweet hashish flavors with subtle notes of chocolate and coffee come through on the exhale delighting the palate as powerful relaxation takes over From head to toe muscles ease with heaviness as dreamy euphoria blankets the mind crushing stress while coercing happy moods Bubba Kush exhibits a distinctive bulky bud structure with hues that range from forest green to pale purpleBubbas stocky plant stature and bulky bud structure suggest Afghani descent but its genetic origins arent certain The breeder whom this strain was named after states that Bubba Kush emerged just after 1996 when an OG Kush hybrid pollinated an unknown indica strain obtained in New Orleans The mother plant was supposedly Northern Lights but the genetically ambiguous indica was simply called Bubba Bubba Kush has flourished from its California roots ever since,1
BubbaOg,indica,4,HappyRelaxedSleepyEuphoricUplifted,EarthySweetPungent,Canadian breeders at Dr Greenthumb Seeds crossed the popular medicinal strain Pre 98 Bubba Kush with Ghost OG to create a hybrid with the flavor of Bubba the potency of OG and yields better than either of the two With a sweet pungent smell and flavors of fruity hash and diesel Bubba OG is a potent strain suitable for treating pain muscle spasms nausea and insomnia,1
BubbasBitch,indica,4,SleepyTinglyUpliftedHungryRelaxed,FloweryRoseEarthy,Bubbas Bitch is a proprietary cross from Garrett Gardens out of Dewitt Michigan This indicadominant hybrid is a lovingly handcrafted cross of Bubba Kush and 517 Headband which was then backcrossed for stability and potency It inherits both parents aromas reeking of diesel and skunk with a slight fruitiness intermixed When combusted the exhale is earthy and smooth leading to relaxing painkilling effects that are suited for conquering migraines restlessness or loss of appetite,1
BubbasGift,indica,4,RelaxedEuphoricHappyUpliftedFocused,SweetFloweryBerry,Developed by Humboldt Seed Organization Bubbas Gift is a strain unlike any other Despite being almost purely indica this cross between Bubba Kush and Gods Gift produces functional and uplifting effects with a mild body high Given its strong indica genetics this sweet fruity strain is surprisingly wellsuited for daytime creative activities Bubbas Gift will flower in 6 weeks and can be grown indoors and outdoors,1
BubbleCheese,indica,3,RelaxedHungrySleepyTinglyTalkative,BlueCheeseCheesePungent,Bubble Cheese bred by Big Buddha Seeds is an 85 indicastrain that brings in genetics from CheeseBubble Gum and Hubba Bubba Kush With an earthy hashy aroma Bubble Cheese delivers sedating effects that relax the mind and body without heavy mental cloudiness,1
BubblegumKush,indica,4,RelaxedHappySleepyUpliftedTalkative,SweetEarthyFlowery,An 80 indica strain from Bulldog Seeds in the Netherlands Bubblegum Kush is a cross between Bubble Gum and an undisclosed Kush An easytogrow plant that produces huge yields of frosty resinous buds it is popular with growers and hashmakers alike Bubblegum Kush has a sour smell and flavor and with a THC content in the 18 range this indica will leave users fully relaxed and glued to the couch,1
